transaction_id,account_id,transaction_date,amount_inr,transaction_type,channel,counterparty_country,risk_tag,zscore,zscore_flag,iqr_flag,suspicious
TXN1195551,ACC110697,2025-12-18,23461.87,Debit,UPI,IN,normal,1.3417595416539223,False,True,True
TXN1247390,ACC105111,2025-04-29,23429.4,Credit,IMPS,IN,normal,1.2555120627435936,False,True,True
TXN1142389,ACC113518,2025-11-28,23425.48,Debit,UPI,IN,normal,1.329174861289451,False,True,True
TXN1023243,ACC101930,2025-08-29,23425.33,Debit,UPI,IN,high_risk,0.4733626057203714,False,True,True
TXN1160947,ACC108188,2025-03-29,23417.53,Credit,Cheque,IN,watchlist,0.9956384215221571,False,True,True
TXN1110098,ACC110380,2025-02-07,23413.17,Credit,NEFT,IN,normal,2.42492140294656,False,True,True
TXN1190356,ACC109802,2025-01-01,23410.74,Credit,IMPS,IN,normal,2.0324606172495034,False,True,True
TXN1052569,ACC105796,2025-04-08,23403.16,Debit,IMPS,IN,normal,0.24421672437708664,False,True,True
TXN1045604,ACC108249,2025-09-25,23402.86,Credit,NEFT,IN,watchlist,0.6379268673090233,False,True,True
TXN1111041,ACC109507,2025-02-16,23398.47,Credit,IMPS,SG,watchlist,1.1327479494454,False,True,True
TXN1129627,ACC107497,2025-11-09,23397.57,Debit,NEFT,IN,normal,1.952003967590195,False,True,True
TXN1176631,ACC114781,2025-07-01,23393.11,Credit,Cash Deposit,IN,watchlist,2.7272317067093264,False,True,True
TXN1105624,ACC108674,2025-12-19,23392.73,Debit,NEFT,IN,watchlist,1.6993982333730013,False,True,True
TXN1188066,ACC117171,2025-06-06,23385.24,Debit,IMPS,IN,watchlist,0.8076050566402373,False,True,True
TXN1031436,ACC103016,2025-04-13,23383.85,Credit,NEFT,IN,high_risk,0.6921825617233269,False,True,True
TXN1130739,ACC105224,2025-10-03,23380.51,Debit,NEFT,IN,normal,0.9668461934879687,False,True,True
TXN1115934,ACC108018,2025-10-28,23376.86,Debit,Cash Deposit,IN,normal,1.9462338439698217,False,True,True
TXN1244047,ACC105808,2025-10-27,23367.35,Debit,RTGS,IN,normal,0.7727345750079921,False,True,True
TXN1007382,ACC111632,2025-05-02,23366.98,Debit,Cash Deposit,IN,normal,1.311722083788653,False,True,True
TXN1243745,ACC110185,2025-12-04,23357.8,Debit,NEFT,IN,normal,0.31187134067429495,False,True,True
TXN1204956,ACC100179,2025-05-23,23335.76,Debit,RTGS,HK,normal,1.174661023522506,False,True,True
TXN1055315,ACC108501,2025-03-11,23333.8,Credit,IMPS,IN,watchlist,3.646844961565503,False,True,True
TXN1010006,ACC106678,2025-08-24,23332.6,Debit,UPI,HK,watchlist,1.9190367840373947,False,True,True
TXN1223836,ACC107096,2025-10-24,23331.33,Credit,IMPS,SG,normal,0.8581059344302256,False,True,True
TXN1061205,ACC103241,2025-03-13,23317.37,Credit,NEFT,IN,normal,1.0590085756831888,False,True,True
TXN1052305,ACC100864,2025-09-22,23312.96,Debit,NEFT,IN,high_risk,0.19573377717982868,False,True,True
TXN1040990,ACC110215,2025-09-06,23308.93,Credit,Wire Transfer,SG,high_risk,0.7546996060988411,False,True,True
TXN1052023,ACC108018,2025-07-19,23302.08,Credit,NEFT,IN,normal,1.9301320797336043,False,True,True
TXN1185405,ACC103252,2025-06-10,23299.95,Debit,UPI,IN,watchlist,0.946077144787055,False,True,True
TXN1201310,ACC108830,2025-02-26,23298.25,Debit,NEFT,IN,high_risk,0.2157299430360199,False,True,True
TXN1192556,ACC103676,2025-07-26,23296.35,Debit,RTGS,IN,watchlist,1.2007528330027024,False,True,True
TXN1144696,ACC112593,2025-12-02,23295.1,Debit,NEFT,IN,normal,0.6477949372743574,False,True,True
TXN1193966,ACC101231,2025-07-14,23289.14,Debit,UPI,IN,high_risk,0.6336324462351617,False,True,True
TXN1066947,ACC101291,2025-10-17,23289.0,Credit,RTGS,IN,normal,1.3380393967186373,False,True,True
TXN1171265,ACC108165,2025-01-16,23286.06,Debit,IMPS,IN,normal,0.19065905443044265,False,True,True
TXN1001850,ACC105085,2025-10-03,23281.57,Debit,NEFT,IN,normal,1.584916139632005,False,True,True
TXN1173952,ACC116904,2025-11-03,23275.62,Debit,IMPS,IN,high_risk,0.49797267235059434,False,True,True
TXN1213378,ACC106350,2025-10-20,23268.12,Credit,RTGS,HK,normal,0.6031324442796789,False,True,True
TXN1168934,ACC105800,2025-07-11,23261.78,Debit,NEFT,SG,watchlist,0.5468105012507848,False,True,True
TXN1029541,ACC112708,2025-09-29,23253.49,Credit,IMPS,IN,normal,0.2147177349216099,False,True,True
TXN1070615,ACC105423,2025-07-21,23246.17,Debit,IMPS,IN,watchlist,1.2701049515147305,False,True,True
TXN1097405,ACC111905,2025-02-08,23243.38,Debit,Cheque,IN,normal,1.7273833441010888,False,True,True
TXN1096064,ACC101615,2025-10-27,23239.94,Credit,Wire Transfer,IN,normal,0.522128437962592,False,True,True
TXN1049958,ACC111734,2025-06-01,23238.97,Debit,NEFT,IN,high_risk,0.6710372569981706,False,True,True
TXN1245840,ACC109043,2025-07-10,23235.54,Debit,IMPS,AE,high_risk,1.3027009269065302,False,True,True
TXN1103698,ACC115843,2025-02-16,23226.65,Credit,IMPS,IN,normal,-2.4457202482238305,False,True,True
TXN1098273,ACC114247,2025-04-06,23223.36,Credit,IMPS,AE,watchlist,1.3784017242201971,False,True,True
TXN1183007,ACC109133,2025-11-09,23220.25,Credit,RTGS,IN,watchlist,2.0487509040223184,False,True,True
TXN1141913,ACC107999,2025-10-19,23215.85,Credit,NEFT,IN,normal,2.2821017647854624,False,True,True
TXN1000899,ACC108342,2025-01-06,23213.29,Credit,IMPS,IN,normal,0.9521218458869213,False,True,True
TXN1228988,ACC106485,2025-04-18,23212.97,Credit,UPI,IN,watchlist,-0.404480704514329,False,True,True
TXN1204740,ACC112913,2025-04-11,23212.71,Debit,NEFT,IN,normal,0.7380049345833345,False,True,True
TXN1025559,ACC107736,2025-04-21,23211.64,Debit,IMPS,IN,normal,1.5986446749175565,False,True,True
TXN1182553,ACC111988,2025-07-05,23209.42,Credit,Cash Deposit,SG,watchlist,-0.3049082189904641,False,True,True
TXN1199112,ACC104851,2025-09-22,23186.33,Debit,IMPS,IN,normal,1.2341431288726714,False,True,True
TXN1038941,ACC106234,2025-05-19,23185.85,Credit,IMPS,IN,watchlist,2.865353373477855,False,True,True
TXN1094552,ACC115239,2025-11-15,23175.78,Credit,NEFT,US,normal,0.769194354336145,False,True,True
TXN1214457,ACC107932,2025-08-31,23164.85,Debit,IMPS,IN,watchlist,1.1583804057624476,False,True,True
TXN1221717,ACC117466,2025-08-16,23158.24,Debit,NEFT,IN,watchlist,1.561610975439327,False,True,True
TXN1236356,ACC107330,2025-04-05,23155.11,Debit,NEFT,AE,normal,0.7878712415907659,False,True,True
TXN1065082,ACC115248,2025-09-12,23154.43,Debit,UPI,IN,watchlist,2.3416976858048058,False,True,True
TXN1087390,ACC114497,2025-10-17,23154.04,Credit,IMPS,IN,normal,0.8299299596121379,False,True,True
TXN1181214,ACC102604,2025-10-16,23149.96,Credit,UPI,AE,watchlist,3.1436729688335134,False,True,True
TXN1069679,ACC116938,2025-12-31,23144.72,Debit,IMPS,US,watchlist,2.522817822881752,False,True,True
TXN1130400,ACC109043,2025-05-21,23142.92,Debit,Cash Deposit,IN,high_risk,1.2931984071924596,False,True,True
TXN1000037,ACC111628,2025-04-18,23134.66,Debit,IMPS,IN,normal,1.6446287669250415,False,True,True
TXN1136191,ACC116581,2025-09-07,23129.95,Debit,UPI,IN,watchlist,2.2125801980012962,False,True,True
TXN1017411,ACC116656,2025-08-06,23123.51,Credit,UPI,IN,watchlist,3.18041739127969,False,True,True
TXN1052256,ACC102305,2025-01-08,23116.72,Credit,UPI,IN,normal,0.7747990631724011,False,True,True
TXN1200215,ACC103831,2025-12-26,23115.68,Credit,Cheque,IN,watchlist,1.5322380501369568,False,True,True
TXN1175719,ACC110358,2025-06-23,23113.02,Debit,UPI,IN,high_risk,0.10097682400486724,False,True,True
TXN1116811,ACC111374,2025-07-13,23108.29,Credit,IMPS,IN,high_risk,0.9939633111586109,False,True,True
TXN1154638,ACC108276,2025-08-14,23108.02,Credit,NEFT,IN,normal,1.380809148760834,False,True,True
TXN1066415,ACC107259,2025-10-07,23094.32,Credit,IMPS,IN,normal,1.2404592767299103,False,True,True
TXN1025008,ACC102989,2025-02-02,23092.21,Debit,IMPS,IN,normal,1.1434531928830582,False,True,True
TXN1163852,ACC110551,2025-12-21,23081.54,Credit,UPI,IN,high_risk,0.684899128410743,False,True,True
TXN1004162,ACC105224,2025-10-29,23074.48,Credit,UPI,IN,normal,0.9098694864053386,False,True,True
TXN1060761,ACC111905,2025-03-04,23073.18,Debit,UPI,IN,normal,1.6908181390565278,False,True,True
TXN1085846,ACC105157,2025-12-20,23065.49,Debit,UPI,IN,normal,0.7285302327796217,False,True,True
TXN1138796,ACC108222,2025-04-09,23061.47,Debit,UPI,US,watchlist,1.0562314331144358,False,True,True
TXN1116322,ACC101340,2025-02-26,23057.25,Debit,IMPS,IN,watchlist,1.1189844255460932,False,True,True
TXN1035791,ACC100645,2025-04-14,23055.9,Credit,UPI,IN,watchlist,2.8101588611380803,False,True,True
TXN1066537,ACC110355,2025-02-07,23050.03,Debit,NEFT,IN,normal,1.1064413588438362,False,True,True
TXN1100227,ACC114299,2025-04-01,23044.4,Debit,RTGS,IN,normal,1.3935754756819785,False,True,True
TXN1153674,ACC108830,2025-03-10,23036.98,Debit,NEFT,AE,high_risk,0.2009103943168687,False,True,True
TXN1092823,ACC108291,2025-08-03,23026.96,Debit,NEFT,IN,normal,2.2086393847995236,False,True,True
TXN1223996,ACC101606,2025-11-05,23026.43,Debit,IMPS,IN,watchlist,1.2892539551150641,False,True,True
TXN1119756,ACC110183,2025-05-21,23023.28,Credit,UPI,IN,watchlist,0.7462795254923683,False,True,True
TXN1187580,ACC114312,2025-08-22,23019.64,Credit,NEFT,IN,watchlist,1.5104415716784425,False,True,True
TXN1115456,ACC116762,2025-08-16,23012.94,Debit,UPI,IN,watchlist,2.375849912131632,False,True,True
TXN1196388,ACC109657,2025-11-26,23010.88,Credit,RTGS,IN,high_risk,1.5571074465831931,False,True,True
TXN1180337,ACC107441,2025-09-28,22998.5,Debit,RTGS,IN,normal,0.7916133276791679,False,True,True
TXN1065592,ACC108478,2025-03-12,22981.75,Credit,UPI,US,normal,1.855570404586705,False,True,True
TXN1025577,ACC110185,2025-05-28,22980.69,Debit,NEFT,IN,normal,0.2575772253019823,False,True,True
TXN1013711,ACC103086,2025-01-28,22980.55,Debit,NEFT,IN,watchlist,2.609559784374991,False,True,True
TXN1078663,ACC108835,2025-10-18,22978.18,Credit,IMPS,IN,watchlist,2.296674128716743,False,True,True
TXN1113701,ACC116762,2025-05-24,22977.69,Credit,IMPS,IN,watchlist,2.370893654225342,False,True,True
TXN1047808,ACC106883,2025-07-12,22976.75,Debit,UPI,IN,watchlist,1.873194544447867,False,True,True
TXN1058510,ACC112245,2025-03-21,22970.84,Debit,UPI,IN,normal,0.3901901148565305,False,True,True
TXN1059785,ACC109635,2025-11-17,22966.81,Credit,Wire Transfer,HK,high_risk,0.9372855197890986,False,True,True
TXN1125271,ACC103192,2025-06-03,22964.53,Credit,IMPS,SG,normal,1.63409634195032,False,True,True
TXN1015869,ACC106350,2025-09-01,22963.33,Credit,Cash Deposit,IN,normal,0.5554573370284506,False,True,True
TXN1079539,ACC111157,2025-03-09,22963.18,Debit,Cheque,IN,watchlist,2.273235729642239,False,True,True
TXN1247776,ACC116800,2025-09-16,22962.5,Debit,UPI,IN,normal,2.335938000259786,False,True,True
TXN1185786,ACC114648,2025-09-02,22951.84,Debit,RTGS,AE,normal,1.6297506871161735,False,True,True
TXN1193731,ACC112252,2025-07-10,22942.49,Debit,NEFT,IN,normal,1.7836975741783614,False,True,True
TXN1247269,ACC107259,2025-01-03,22941.53,Debit,UPI,IN,normal,1.2170141549335494,False,True,True
TXN1042362,ACC117475,2025-08-26,22932.12,Debit,NEFT,US,normal,1.3683550466928407,False,True,True
TXN1177578,ACC113177,2025-06-01,22925.39,Credit,IMPS,IN,normal,2.0224781378417243,False,True,True
TXN1118562,ACC109258,2025-01-16,22905.64,Credit,UPI,IN,normal,1.1679612127017893,False,True,True
TXN1062473,ACC113810,2025-10-13,22895.67,Debit,Cash Deposit,IN,normal,2.367007912224491,False,True,True
TXN1176230,ACC117782,2025-12-08,22892.48,Debit,RTGS,IN,high_risk,1.2680197897760281,False,True,True
TXN1025805,ACC101800,2025-09-05,22879.18,Credit,UPI,IN,normal,1.9471970666024443,False,True,True
TXN1074369,ACC105481,2025-12-05,22878.87,Credit,UPI,IN,watchlist,1.2450248947190727,False,True,True
TXN1171215,ACC114497,2025-12-12,22876.92,Credit,Cash Deposit,IN,normal,0.7911553082098207,False,True,True
TXN1082180,ACC102895,2025-10-08,22875.97,Debit,NEFT,IN,normal,-0.9918145102042882,False,True,True
TXN1181035,ACC108937,2025-11-10,22860.51,Debit,IMPS,IN,normal,2.180462876725941,False,True,True
TXN1038438,ACC101649,2025-01-15,22833.78,Credit,IMPS,IN,normal,1.1449391726463465,False,True,True
TXN1119613,ACC110185,2025-02-09,22824.01,Debit,IMPS,US,normal,0.23501934564741478,False,True,True
TXN1055626,ACC104365,2025-03-23,22821.16,Debit,NEFT,IN,normal,1.865076000401144,False,True,True
TXN1054001,ACC115973,2025-09-14,22818.68,Credit,RTGS,IN,normal,0.6535969301674772,False,True,True
TXN1080681,ACC111988,2025-09-17,22817.56,Credit,IMPS,IN,watchlist,-0.3122115702003953,False,True,True
TXN1114567,ACC113924,2025-11-19,22813.12,Credit,RTGS,IN,normal,1.6968534061180531,False,True,True
TXN1042429,ACC108095,2025-06-12,22803.48,Debit,Cash Deposit,IN,normal,1.3695574455398951,False,True,True
TXN1240346,ACC104989,2025-03-14,22802.21,Credit,RTGS,IN,normal,1.4671880455250037,False,True,True
TXN1004406,ACC113169,2025-12-15,22789.65,Debit,UPI,IN,normal,-0.023365781207993323,False,True,True
TXN1016078,ACC112236,2025-01-31,22776.87,Credit,Cheque,IN,normal,1.8641790947460783,False,True,True
TXN1096367,ACC114912,2025-04-09,22756.12,Credit,RTGS,IN,normal,-0.10664110375180699,False,True,True
TXN1088827,ACC101803,2025-01-22,22754.49,Debit,NEFT,IN,high_risk,1.5921010632187393,False,True,True
TXN1089028,ACC101606,2025-08-13,22753.19,Debit,Wire Transfer,IN,watchlist,1.262415939993956,False,True,True
TXN1163102,ACC107859,2025-01-12,22750.18,Debit,IMPS,IN,watchlist,2.1220166724920637,False,True,True
TXN1200409,ACC104870,2025-07-28,22749.53,Debit,Cash Deposit,IN,normal,0.18710530325966238,False,True,True
TXN1247216,ACC101172,2025-10-10,22745.78,Debit,Cash Deposit,IN,watchlist,3.0276058784353808,False,True,True
TXN1064157,ACC104851,2025-07-26,22741.77,Debit,IMPS,IN,normal,1.1463000849469385,False,True,True
TXN1178107,ACC102766,2025-12-09,22732.24,Credit,NEFT,IN,watchlist,3.6923715789516245,False,True,True
TXN1247937,ACC104784,2025-09-17,22728.64,Credit,NEFT,IN,normal,0.36998048655580085,False,True,True
TXN1169929,ACC110457,2025-11-25,22726.49,Debit,NEFT,IN,normal,0.6762790139201521,False,True,True
TXN1094581,ACC104191,2025-10-02,22722.39,Credit,NEFT,AE,watchlist,1.1590151582154602,False,True,True
TXN1174708,ACC115322,2025-09-28,22721.56,Credit,NEFT,SG,normal,0.9064636539520672,False,True,True
TXN1139061,ACC114088,2025-07-15,22711.24,Debit,UPI,IN,watchlist,1.9147870793826696,False,True,True
TXN1061664,ACC105537,2025-11-12,22710.2,Credit,NEFT,IN,watchlist,2.02724869458325,False,True,True
TXN1073578,ACC103762,2025-08-29,22700.07,Debit,NEFT,IN,high_risk,0.32192235604869374,False,True,True
TXN1042456,ACC108233,2025-07-04,22698.19,Debit,UPI,IN,watchlist,1.952843847781647,False,True,True
TXN1246724,ACC107937,2025-12-23,22694.19,Debit,Cheque,IN,normal,1.9099871852113028,False,True,True
TXN1077484,ACC107932,2025-03-29,22688.8,Debit,Cash Deposit,IN,watchlist,1.112896848949672,False,True,True
TXN1006792,ACC112131,2025-07-08,22682.89,Debit,IMPS,IN,watchlist,3.7611190306275546,False,True,True
TXN1004590,ACC107259,2025-11-25,22673.15,Credit,NEFT,IN,normal,1.1758321287033824,False,True,True
TXN1153009,ACC105796,2025-03-03,22669.59,Debit,IMPS,IN,normal,0.1487217324015222,False,True,True
TXN1245186,ACC113883,2025-07-16,22666.0,Debit,IMPS,US,normal,2.462965977244168,False,True,True
TXN1143150,ACC117141,2025-12-27,22646.89,Debit,IMPS,IN,normal,1.8916596044940954,False,True,True
TXN1004875,ACC112708,2025-10-21,22641.72,Debit,UPI,AE,normal,0.15363815054107766,False,True,True
TXN1240759,ACC116781,2025-07-05,22635.65,Debit,UPI,IN,watchlist,1.9296974980200885,False,True,True
TXN1194616,ACC101990,2025-11-10,22633.56,Credit,NEFT,IN,watchlist,0.6063775326347368,False,True,True
TXN1208099,ACC114497,2025-09-26,22599.1,Debit,Wire Transfer,IN,normal,0.7522827127544526,False,True,True
TXN1079375,ACC116937,2025-04-27,22594.22,Debit,UPI,IN,normal,1.28470414589049,False,True,True
TXN1001224,ACC112236,2025-08-07,22584.89,Debit,RTGS,AE,normal,1.823428664055901,False,True,True
TXN1141125,ACC108416,2025-08-01,22572.27,Debit,RTGS,IN,watchlist,1.9971997357390876,False,True,True
TXN1179516,ACC100869,2025-03-04,22570.8,Credit,UPI,IN,normal,2.3438681147169085,False,True,True
TXN1115497,ACC107259,2025-01-20,22562.79,Credit,UPI,IN,normal,1.1588977505278055,False,True,True
TXN1019298,ACC113494,2025-10-14,22561.6,Credit,IMPS,IN,watchlist,1.280123986990509,False,True,True
TXN1126456,ACC116430,2025-08-10,22550.55,Debit,IMPS,IN,watchlist,0.13825828937268336,False,True,True
TXN1139973,ACC114725,2025-05-10,22548.83,Credit,NEFT,US,normal,1.7541697993005132,False,True,True
TXN1145328,ACC107766,2025-07-14,22542.78,Debit,Cheque,IN,normal,0.8307485209013284,False,True,True
TXN1152919,ACC117826,2025-09-29,22542.32,Debit,NEFT,IN,watchlist,1.7692460460638957,False,True,True
TXN1023760,ACC111066,2025-02-08,22540.55,Debit,NEFT,AE,watchlist,2.896173363717756,False,True,True
TXN1012909,ACC116198,2025-07-28,22538.64,Debit,IMPS,IN,watchlist,1.2029963638312016,False,True,True
TXN1135576,ACC116818,2025-06-30,22534.51,Debit,IMPS,HK,high_risk,1.1716213560235582,False,True,True
TXN1086018,ACC108165,2025-07-31,22532.19,Credit,UPI,IN,normal,0.11253954491154022,False,True,True
TXN1167303,ACC102574,2025-01-12,22530.0,Debit,NEFT,AE,normal,1.5247790064260416,False,True,True
TXN1112226,ACC114695,2025-11-20,22529.37,Debit,IMPS,IN,high_risk,1.37673977403045,False,True,True
TXN1120488,ACC113518,2025-12-13,22524.13,Credit,UPI,IN,normal,1.1615843456455233,False,True,True
TXN1038844,ACC103762,2025-02-06,22523.35,Credit,NEFT,IN,high_risk,0.3117544769526641,False,True,True
TXN1101650,ACC114508,2025-04-28,22515.95,Debit,Cheque,HK,watchlist,3.5411736585478435,False,True,True
TXN1018751,ACC113333,2025-01-08,22509.21,Debit,NEFT,IN,normal,1.1669793849519332,False,True,True
TXN1016378,ACC100077,2025-10-13,22497.51,Debit,IMPS,IN,watchlist,1.8438373887721884,False,True,True
TXN1030845,ACC107223,2025-12-25,22488.6,Credit,IMPS,IN,normal,0.4275633176040095,False,True,True
TXN1035021,ACC108453,2025-08-30,22480.65,Credit,NEFT,IN,watchlist,1.8694957574890447,False,True,True
TXN1227276,ACC107872,2025-04-23,22474.67,Credit,IMPS,IN,normal,0.8859440900225987,False,True,True
TXN1014284,ACC112948,2025-01-30,22474.41,Debit,IMPS,IN,normal,1.9458006663487646,False,True,True
TXN1057532,ACC105109,2025-02-25,22473.46,Credit,RTGS,US,watchlist,1.0332091353884083,False,True,True
TXN1024799,ACC110185,2025-09-27,22470.75,Credit,Wire Transfer,IN,normal,0.18415901524932654,False,True,True
TXN1211453,ACC103490,2025-09-16,22466.71,Credit,RTGS,GB,watchlist,1.823590222786353,False,True,True
TXN1009668,ACC103982,2025-03-05,22466.41,Debit,UPI,IN,normal,-0.4579294144190838,False,True,True
TXN1248148,ACC111338,2025-06-20,22461.7,Debit,UPI,IN,normal,-0.8757159671932756,False,True,True
TXN1176732,ACC107736,2025-09-28,22457.82,Credit,Wire Transfer,IN,normal,1.4009331544992754,False,True,True
TXN1085100,ACC106485,2025-06-15,22457.35,Credit,IMPS,SG,watchlist,-0.42058291658900215,False,True,True
TXN1128988,ACC111464,2025-09-21,22452.32,Credit,UPI,AE,normal,-0.04214160726607662,False,True,True
TXN1007274,ACC103601,2025-01-02,22443.89,Credit,RTGS,IN,watchlist,2.319567865292882,False,True,True
TXN1140009,ACC113114,2025-11-13,22442.76,Debit,IMPS,IN,normal,0.6009721038554697,False,True,True
TXN1142803,ACC106738,2025-03-16,22439.36,Debit,NEFT,IN,normal,0.30162406658206303,False,True,True
TXN1233758,ACC109627,2025-10-27,22435.9,Debit,NEFT,IN,normal,1.494306965396527,False,True,True
TXN1165143,ACC104784,2025-11-21,22434.3,Credit,IMPS,IN,normal,0.30999478361016874,False,True,True
TXN1105668,ACC105808,2025-05-14,22434.07,Debit,IMPS,HK,normal,0.6146390121374873,False,True,True
TXN1012841,ACC106917,2025-11-23,22426.44,Debit,NEFT,IN,normal,1.1451820034545317,False,True,True
TXN1042013,ACC111597,2025-07-07,22423.02,Credit,UPI,IN,watchlist,-0.2848904786395266,False,True,True
TXN1057055,ACC112408,2025-05-06,22422.79,Debit,UPI,IN,high_risk,0.3113760929046282,False,True,True
TXN1195040,ACC101615,2025-11-05,22422.77,Credit,IMPS,HK,normal,0.41693627388864346,False,True,True
TXN1198598,ACC115247,2025-12-30,22421.76,Debit,RTGS,AE,high_risk,0.527048342739693,False,True,True
TXN1014380,ACC114231,2025-03-26,22419.92,Credit,NEFT,AE,watchlist,2.236521847689688,False,True,True
TXN1083270,ACC116696,2025-12-26,22416.52,Credit,IMPS,IN,watchlist,1.1849769258359324,False,True,True
TXN1058605,ACC102801,2025-11-05,22413.8,Debit,RTGS,IN,normal,1.6185728336970324,False,True,True
TXN1150765,ACC106628,2025-09-15,22412.1,Credit,NEFT,IN,watchlist,2.577858630350467,False,True,True
TXN1134794,ACC111164,2025-05-31,22406.51,Credit,UPI,IN,normal,1.7740724110750574,False,True,True
TXN1088296,ACC117650,2025-10-21,22400.17,Debit,UPI,HK,watchlist,2.300176999542815,False,True,True
TXN1159357,ACC109794,2025-02-04,22370.73,Debit,UPI,IN,high_risk,0.43289694005566604,False,True,True
TXN1123523,ACC113206,2025-07-25,22351.13,Debit,UPI,IN,normal,-0.054138261583912786,False,True,True
TXN1235580,ACC110551,2025-07-06,22351.11,Debit,UPI,IN,high_risk,0.6298443631323422,False,True,True
TXN1201647,ACC106983,2025-07-19,22349.95,Credit,NEFT,IN,high_risk,1.435685215415209,False,True,True
TXN1064649,ACC102035,2025-02-07,22338.95,Credit,UPI,IN,normal,0.7958316623610477,False,True,True
TXN1104502,ACC117928,2025-11-22,22326.93,Credit,Cheque,IN,normal,2.2787608516595426,False,True,True
TXN1052972,ACC107264,2025-03-06,22326.82,Credit,RTGS,US,watchlist,1.305092302631422,False,True,True
TXN1143047,ACC107096,2025-04-22,22325.39,Credit,RTGS,IN,normal,0.7111999577816754,False,True,True
TXN1109785,ACC107783,2025-07-26,22320.96,Debit,UPI,IN,normal,0.48977904433821773,False,True,True
TXN1233514,ACC106958,2025-05-08,22317.38,Debit,IMPS,IN,normal,0.9363283801358416,False,True,True
TXN1073301,ACC105338,2025-12-14,22317.2,Debit,IMPS,IN,watchlist,1.2438796217600878,False,True,True
TXN1218004,ACC107624,2025-11-25,22306.17,Credit,IMPS,IN,normal,1.3255442834587263,False,True,True
TXN1030183,ACC114610,2025-01-09,22303.96,Debit,UPI,IN,normal,1.639823722644757,False,True,True
TXN1093317,ACC117563,2025-08-18,22303.89,Debit,NEFT,AE,normal,1.6991044737010492,False,True,True
TXN1086856,ACC111592,2025-02-14,22286.43,Credit,IMPS,IN,normal,1.399737678885593,False,True,True
TXN1221453,ACC115896,2025-08-24,22283.48,Credit,IMPS,IN,normal,1.746878207411642,False,True,True
TXN1245002,ACC111611,2025-06-04,22283.42,Debit,UPI,IN,normal,0.4283295774045741,False,True,True
TXN1099799,ACC110457,2025-09-04,22280.37,Credit,UPI,IN,normal,0.6110214155024347,False,True,True
TXN1010285,ACC102801,2025-01-22,22278.4,Debit,NEFT,IN,normal,1.586419468974064,False,True,True
TXN1153368,ACC103592,2025-04-30,22277.41,Debit,IMPS,AE,normal,1.8008251643400919,False,True,True
TXN1153899,ACC113924,2025-11-05,22271.4,Credit,NEFT,AE,normal,1.6081250824320246,False,True,True
TXN1166858,ACC103737,2025-02-27,22265.6,Debit,UPI,US,watchlist,1.4219102645116481,False,True,True
TXN1241836,ACC114004,2025-02-09,22262.54,Debit,Cash Deposit,IN,normal,0.7727535962290745,False,True,True
TXN1033000,ACC112708,2025-09-09,22262.47,Debit,IMPS,IN,normal,0.11577354067737587,False,True,True
TXN1211962,ACC117475,2025-06-19,22259.63,Debit,UPI,IN,normal,1.239183558824995,False,True,True
TXN1158921,ACC109539,2025-04-29,22250.35,Debit,NEFT,IN,watchlist,1.6076939997035768,False,True,True
TXN1096236,ACC104280,2025-12-07,22249.15,Debit,UPI,CH,normal,2.1873850873616685,False,True,True
TXN1230128,ACC117475,2025-11-13,22247.25,Debit,Wire Transfer,IN,normal,1.236805615629105,False,True,True
TXN1043460,ACC117627,2025-05-01,22239.77,Debit,IMPS,IN,high_risk,-0.587637713037169,False,True,True
TXN1081457,ACC116275,2025-09-06,22236.17,Debit,IMPS,IN,watchlist,2.190076977448388,False,True,True
TXN1111352,ACC102702,2025-03-18,22224.99,Credit,RTGS,IN,normal,2.644520633750005,False,True,True
TXN1184628,ACC105215,2025-09-07,22224.69,Credit,IMPS,IN,watchlist,1.5596444459308612,False,True,True
TXN1058998,ACC102471,2025-09-28,22214.13,Credit,NEFT,IN,normal,1.2123653217128623,False,True,True
TXN1202189,ACC116684,2025-03-31,22212.64,Credit,NEFT,AE,normal,0.5921560549731879,False,True,True
TXN1251781,ACC105846,2025-03-24,22189.69,Credit,IMPS,US,normal,0.30457845311878196,False,True,True
TXN1227066,ACC109029,2025-08-29,22189.47,Debit,UPI,GB,watchlist,2.5711714519609163,False,True,True
TXN1036126,ACC106335,2025-02-26,22184.08,Credit,IMPS,IN,watchlist,0.7438096021170969,False,True,True
TXN1087840,ACC117627,2025-12-22,22183.77,Debit,IMPS,IN,high_risk,-0.5879932886727759,False,True,True
TXN1141076,ACC114373,2025-06-12,22178.52,Debit,Cash Deposit,IN,normal,2.1259720144021563,False,True,True
TXN1095438,ACC101023,2025-06-16,22175.03,Debit,NEFT,IN,normal,2.2075113615894515,False,True,True
TXN1029694,ACC113069,2025-01-25,22173.97,Debit,NEFT,IN,watchlist,3.146744136508171,False,True,True
TXN1248183,ACC107210,2025-10-05,22159.59,Debit,IMPS,IN,normal,1.5175993940400283,False,True,True
TXN1230328,ACC115373,2025-09-03,22152.5,Credit,IMPS,IN,watchlist,0.9149995801635254,False,True,True
TXN1158980,ACC109258,2025-10-26,22149.94,Credit,Wire Transfer,IN,normal,1.0171756120250337,False,True,True
TXN1217245,ACC113494,2025-11-02,22147.38,Credit,NEFT,IN,watchlist,1.2394837526100757,False,True,True
TXN1028969,ACC105157,2025-06-05,22137.41,Credit,NEFT,IN,normal,0.5780386195129394,False,True,True
